order_id,customer_id,order_date,product_category,price,quantity,payment_method,region,revenue
28843,1277,2024-03-20,Home,448.41,2,Bank Transfer,Bali,896.82
28844,4556,2024-10-06,Books,56.9,1,E-Wallet,Sumatra,56.9
28845,1594,2024-11-01,Clothing,340.69,4,Credit Card,Kalimantan,1362.76
28846,1934,2024-05-15,Home,243.23,2,Credit Card,Sumatra,486.46
28847,3018,2024-05-09,Sports,305.5,2,E-Wallet,Sumatra,611.0
28848,1140,2024-11-03,Sports,60.06,1,Credit Card,Java,60.06
28849,3893,2024-02-09,Electronics,485.79,2,Bank Transfer,Bali,971.58
28850,4055,2024-05-31,Clothing,358.65,1,Credit Card,Sumatra,358.65
28851,2630,2024-10-27,Electronics,146.11,1,E-Wallet,Kalimantan,146.11
28852,1876,2024-11-16,Sports,445.3,1,E-Wallet,Java,445.3
28853,2729,2024-03-27,Sports,229.16,1,E-Wallet,Java,229.16
28854,1109,2024-10-30,Electronics,97.1,3,Bank Transfer,Sumatra,291.29999999999995
28855,2075,2024-02-28,Clothing,218.16,2,Credit Card,Java,436.32
28856,4686,2024-12-20,Clothing,163.06,4,E-Wallet,Sulawesi,652.24
28857,3660,2024-07-22,Home,355.67,2,Credit Card,Java,711.34
28858,4725,2024-05-03,Home,15.53,2,Credit Card,Java,31.06
28859,3760,2024-05-07,Books,440.69,2,Bank Transfer,Kalimantan,881.38
28860,2993,2024-06-12,Sports,219.01,1,E-Wallet,Sumatra,219.01
28861,4390,2024-04-17,Electronics,60.9,3,Credit Card,Sulawesi,182.7
28862,2222,2024-12-10,Clothing,385.09,4,E-Wallet,Bali,1540.36
28863,1795,2024-12-29,Clothing,494.21,2,Credit Card,Sulawesi,988.42
28864,3029,2024-06-13,Clothing,451.85,3,Credit Card,Bali,1355.5500000000002
28865,1728,2024-08-30,Sports,86.53,1,Bank Transfer,Sulawesi,86.53
28866,4117,2024-11-20,Clothing,112.22,4,Credit Card,Kalimantan,448.88
28867,3552,2024-04-30,Clothing,493.91,3,Bank Transfer,Java,1481.73
28868,4611,2024-12-16,Home,105.36,2,Bank Transfer,Bali,210.72
28869,2537,2024-09-27,Clothing,154.34,4,Bank Transfer,Bali,617.36
28870,4966,2024-08-10,Clothing,313.3,2,Credit Card,Bali,626.6
28871,2040,2024-01-14,Sports,149.22,2,Bank Transfer,Sumatra,298.44
28872,1314,2024-10-14,Books,193.78,1,Bank Transfer,Java,193.78
28873,4507,2024-10-13,Electronics,371.93,4,Bank Transfer,Java,1487.72
28874,4459,2024-08-20,Home,298.69,1,Credit Card,Kalimantan,298.69
28875,1076,2024-02-15,Home,406.02,3,Bank Transfer,Bali,1218.06
28876,4025,2024-10-30,Sports,388.86,3,Bank Transfer,Sulawesi,1166.58
28877,3946,2024-03-15,Home,400.64,3,Credit Card,Java,1201.92
28878,4442,2024-06-10,Books,93.02,3,Credit Card,Sumatra,279.06
28879,4236,2024-11-08,Electronics,132.19,1,Bank Transfer,Sumatra,132.19
28880,4680,2024-02-19,Clothing,95.37,1,Credit Card,Kalimantan,95.37
28881,2640,2024-10-01,Sports,65.7,4,Credit Card,Sulawesi,262.8
28882,4095,2024-03-08,Sports,425.89,4,E-Wallet,Bali,1703.56
28883,1711,2024-08-29,Clothing,6.89,2,Bank Transfer,Bali,13.78
28884,4106,2024-01-23,Home,315.62,4,Bank Transfer,Kalimantan,1262.48
28885,2537,2024-04-09,Electronics,437.08,1,Credit Card,Sulawesi,437.08
28886,4872,2024-11-10,Books,87.91,4,E-Wallet,Kalimantan,351.64
28887,2867,2024-02-16,Sports,466.16,4,Credit Card,Kalimantan,1864.64
28888,1853,2024-05-21,Electronics,478.95,1,Credit Card,Java,478.95
28889,4532,2024-11-07,Home,292.5,1,E-Wallet,Bali,292.5
28890,2161,2024-03-06,Home,335.23,1,Credit Card,Sumatra,335.23
28891,4920,2024-10-17,Clothing,97.38,1,E-Wallet,Bali,97.38
28892,2597,2024-01-20,Books,492.15,2,Bank Transfer,Java,984.3
28893,4882,2024-01-18,Electronics,371.04,2,Bank Transfer,Sumatra,742.08
28894,3756,2024-12-23,Clothing,260.53,2,Bank Transfer,Sumatra,521.06
28895,2912,2024-08-12,Home,252.98,2,Credit Card,Kalimantan,505.96
28896,4642,2024-03-23,Sports,310.9,2,Bank Transfer,Bali,621.8
28897,1264,2024-05-22,Electronics,97.17,2,Credit Card,Java,194.34
28898,1332,2024-07-18,Home,300.52,1,E-Wallet,Sulawesi,300.52
28899,3235,2024-08-25,Electronics,39.61,1,Bank Transfer,Sumatra,39.61
28900,2086,2024-08-03,Sports,304.37,1,Credit Card,Sulawesi,304.37
28901,1819,2024-04-04,Electronics,289.49,3,Bank Transfer,Kalimantan,868.47
28902,2302,2024-02-09,Sports,182.0,4,Credit Card,Bali,728.0
28903,2565,2024-02-25,Home,49.68,1,Bank Transfer,Kalimantan,49.68
28904,2194,2024-03-07,Electronics,277.32,1,E-Wallet,Sulawesi,277.32
28905,2526,2024-09-12,Electronics,221.56,1,E-Wallet,Kalimantan,221.56
28906,4604,2024-04-29,Clothing,159.63,4,E-Wallet,Bali,638.52
28907,1298,2024-01-23,Books,216.87,3,Credit Card,Bali,650.61
28908,3248,2024-05-20,Clothing,35.16,4,E-Wallet,Kalimantan,140.64
28909,2158,2024-07-14,Books,47.19,1,Credit Card,Bali,47.19
28910,1271,2024-10-05,Electronics,76.44,3,E-Wallet,Sumatra,229.32
28911,1534,2024-11-14,Electronics,278.95,3,E-Wallet,Bali,836.8499999999999
28912,4513,2024-09-04,Books,145.14,4,Credit Card,Bali,580.56
28913,4158,2024-04-06,Sports,121.38,1,E-Wallet,Sulawesi,121.38
28914,3078,2024-06-15,Sports,317.09,4,Credit Card,Sumatra,1268.36
28915,2144,2024-04-09,Books,300.43,2,Credit Card,Java,600.86
28916,1068,2024-11-04,Books,172.43,4,E-Wallet,Bali,689.72
28917,4717,2024-10-18,Electronics,468.91,4,Bank Transfer,Kalimantan,1875.64
28918,3930,2024-07-29,Electronics,202.1,2,E-Wallet,Kalimantan,404.2
28919,4008,2024-01-22,Electronics,98.83,4,E-Wallet,Kalimantan,395.32
28920,1826,2024-03-21,Sports,444.93,4,Credit Card,Java,1779.72
28921,4567,2024-03-16,Clothing,352.56,4,Credit Card,Java,1410.24
28922,3971,2024-07-09,Home,375.7,2,Bank Transfer,Java,751.4
28923,2169,2024-02-27,Books,425.24,2,Credit Card,Bali,850.48
28924,1983,2024-09-22,Home,399.11,3,Credit Card,Sumatra,1197.33
28925,4404,2024-05-23,Electronics,424.65,3,E-Wallet,Bali,1273.9499999999998
28926,1480,2024-11-26,Clothing,117.69,3,Credit Card,Bali,353.07
28927,4977,2024-04-03,Electronics,309.82,1,Credit Card,Java,309.82
28928,4334,2024-04-15,Clothing,339.47,1,E-Wallet,Bali,339.47
28929,3340,2024-05-23,Electronics,149.89,4,E-Wallet,Sulawesi,599.56
28930,3015,2024-02-27,Electronics,497.17,1,E-Wallet,Bali,497.17
28931,2452,2024-11-30,Sports,404.59,2,Bank Transfer,Kalimantan,809.18
28932,3133,2024-02-07,Books,457.74,3,Credit Card,Sulawesi,1373.22
28933,2039,2024-07-29,Books,80.29,4,E-Wallet,Sulawesi,321.16
28934,3775,2024-06-24,Clothing,23.67,2,Bank Transfer,Kalimantan,47.34
28935,1627,2024-02-29,Sports,19.15,3,E-Wallet,Bali,57.449999999999996
28936,1117,2024-08-10,Home,434.02,4,Credit Card,Bali,1736.08
28937,3317,2024-04-20,Sports,275.47,1,Bank Transfer,Sumatra,275.47
28938,4466,2024-03-03,Sports,157.32,3,Bank Transfer,Kalimantan,471.96
28939,4026,2024-07-31,Books,403.76,3,Bank Transfer,Sumatra,1211.28
28940,3902,2024-12-21,Electronics,323.81,3,Bank Transfer,Java,971.4300000000001
28941,1161,2024-03-06,Sports,311.47,4,Credit Card,Sumatra,1245.88
28942,3747,2024-09-16,Sports,399.8,3,Credit Card,Kalimantan,1199.4
28943,4175,2024-10-04,Clothing,237.25,2,E-Wallet,Kalimantan,474.5
28944,2676,2024-07-26,Clothing,85.07,3,E-Wallet,Bali,255.20999999999998
28945,1166,2024-12-14,Electronics,459.22,3,E-Wallet,Sumatra,1377.66
28946,1299,2024-09-26,Books,433.31,4,E-Wallet,Sumatra,1733.24
28947,3075,2024-08-31,Books,128.07,4,E-Wallet,Sumatra,512.28
28948,4495,2024-12-04,Home,167.79,3,Bank Transfer,Sumatra,503.37
28949,4855,2024-06-01,Home,410.97,4,E-Wallet,Sumatra,1643.88
28950,1561,2024-05-19,Electronics,486.26,3,Credit Card,Sulawesi,1458.78
28951,3930,2024-09-18,Sports,388.84,1,Bank Transfer,Sumatra,388.84
28952,3203,2024-08-08,Electronics,30.92,2,Credit Card,Kalimantan,61.84
28953,2347,2024-06-30,Clothing,207.11,3,E-Wallet,Bali,621.33
28954,4419,2024-04-25,Books,389.16,4,Credit Card,Java,1556.64
28955,2144,2024-02-26,Home,235.66,1,Credit Card,Sulawesi,235.66
28956,3699,2024-11-21,Home,339.57,2,Bank Transfer,Sulawesi,679.14
28957,2551,2024-07-29,Electronics,22.99,2,Bank Transfer,Java,45.98
28958,3868,2024-02-12,Clothing,109.76,2,Bank Transfer,Sulawesi,219.52
28959,1560,2024-06-09,Home,380.73,2,Credit Card,Bali,761.46
28960,2187,2024-04-29,Electronics,100.32,4,Bank Transfer,Java,401.28
28961,4133,2024-01-02,Clothing,485.75,1,E-Wallet,Java,485.75
28962,4411,2024-08-08,Clothing,186.52,4,Bank Transfer,Java,746.08
28963,2689,2024-05-18,Clothing,101.15,2,Credit Card,Sumatra,202.3
28964,1311,2024-03-14,Clothing,101.2,1,E-Wallet,Kalimantan,101.2
28965,3423,2024-04-13,Clothing,91.66,4,E-Wallet,Bali,366.64
28966,2369,2024-07-30,Home,176.98,3,E-Wallet,Bali,530.9399999999999
28967,3197,2024-03-22,Electronics,292.9,4,Bank Transfer,Java,1171.6
28968,2911,2024-01-19,Electronics,442.15,1,E-Wallet,Kalimantan,442.15
28969,3632,2024-11-28,Sports,467.09,4,E-Wallet,Kalimantan,1868.36
28970,1580,2024-11-21,Clothing,301.94,2,Bank Transfer,Bali,603.88
28971,1976,2024-08-07,Clothing,318.24,4,Bank Transfer,Java,1272.96
28972,1176,2024-03-30,Clothing,262.87,2,Credit Card,Sumatra,525.74
28973,3401,2024-07-18,Electronics,171.66,4,E-Wallet,Sumatra,686.64
28974,1513,2024-08-18,Electronics,269.31,2,Credit Card,Sumatra,538.62
28975,3356,2024-03-28,Home,86.92,4,Credit Card,Sumatra,347.68
28976,1118,2024-06-13,Clothing,164.78,2,E-Wallet,Sulawesi,329.56
28977,2542,2024-12-28,Clothing,103.78,1,Credit Card,Bali,103.78
28978,1766,2024-02-05,Electronics,420.71,2,Bank Transfer,Java,841.42
28979,4043,2024-01-23,Electronics,85.69,2,Bank Transfer,Sumatra,171.38
28980,1972,2024-10-22,Clothing,374.73,1,Bank Transfer,Java,374.73
28981,1915,2024-12-29,Clothing,37.86,2,Bank Transfer,Java,75.72
28982,3525,2024-12-09,Books,331.56,4,Credit Card,Kalimantan,1326.24
28983,2437,2024-01-01,Electronics,383.97,1,Credit Card,Sulawesi,383.97
28984,1586,2024-08-14,Books,54.79,1,E-Wallet,Java,54.79
28985,1350,2024-04-23,Books,387.15,4,Credit Card,Java,1548.6
28986,2529,2024-12-30,Home,295.03,4,E-Wallet,Kalimantan,1180.12
28987,3242,2024-03-13,Sports,344.65,2,Bank Transfer,Sulawesi,689.3
28988,4258,2024-02-22,Books,363.02,1,E-Wallet,Sulawesi,363.02
28989,2473,2024-07-17,Clothing,85.79,3,Credit Card,Kalimantan,257.37
28990,1495,2024-06-17,Clothing,399.97,4,Bank Transfer,Sumatra,1599.88
28991,3562,2024-10-27,Electronics,392.02,3,Credit Card,Bali,1176.06
28992,3743,2024-01-21,Home,325.19,1,Credit Card,Java,325.19
28993,2870,2024-08-20,Electronics,254.84,2,Bank Transfer,Bali,509.68
28994,1272,2024-12-09,Books,425.7,1,E-Wallet,Sumatra,425.7
28995,3927,2024-02-03,Clothing,440.94,4,Bank Transfer,Kalimantan,1763.76
28996,3099,2024-01-08,Books,170.72,4,E-Wallet,Java,682.88
28997,1262,2024-07-28,Electronics,268.78,1,Bank Transfer,Kalimantan,268.78
28998,4439,2024-01-04,Home,227.66,2,Bank Transfer,Bali,455.32
28999,3180,2024-02-24,Home,215.46,1,Credit Card,Sumatra,215.46
29000,4041,2024-06-06,Clothing,414.79,1,Bank Transfer,Kalimantan,414.79
29001,4296,2024-04-07,Books,333.46,4,Bank Transfer,Java,1333.84
29002,3357,2024-02-27,Clothing,239.58,1,Credit Card,Sulawesi,239.58
29003,2596,2024-06-30,Electronics,395.3,4,E-Wallet,Kalimantan,1581.2
29004,4948,2024-10-06,Books,471.84,2,E-Wallet,Kalimantan,943.68
29005,3063,2024-12-25,Clothing,206.8,2,Bank Transfer,Bali,413.6
29006,2764,2024-10-13,Electronics,72.02,2,Credit Card,Sumatra,144.04
29007,1194,2024-07-10,Clothing,460.3,3,Bank Transfer,Sulawesi,1380.9
29008,2786,2024-04-06,Home,478.89,1,Bank Transfer,Sulawesi,478.89
29009,2466,2024-04-26,Home,207.51,1,Credit Card,Sulawesi,207.51
29010,3350,2024-02-10,Home,325.96,4,Credit Card,Kalimantan,1303.84
29011,2071,2024-04-26,Home,49.78,2,Bank Transfer,Sulawesi,99.56
29012,2770,2024-01-21,Electronics,27.99,1,E-Wallet,Sulawesi,27.99
29013,2144,2024-06-14,Clothing,51.75,2,Credit Card,Kalimantan,103.5
29014,2522,2024-11-26,Sports,388.36,2,Bank Transfer,Sulawesi,776.72
29015,1831,2024-10-18,Home,232.23,3,Credit Card,Sumatra,696.6899999999999
29016,1561,2024-04-21,Electronics,329.42,4,Credit Card,Bali,1317.68
29017,4540,2024-04-20,Clothing,279.53,1,Bank Transfer,Sulawesi,279.53
29018,1040,2024-12-08,Books,100.96,1,Bank Transfer,Sulawesi,100.96
29019,2479,2024-12-15,Books,408.1,4,E-Wallet,Bali,1632.4
29020,3581,2024-04-04,Home,111.03,1,Credit Card,Kalimantan,111.03
29021,1370,2024-07-17,Electronics,95.24,4,Bank Transfer,Java,380.96
29022,2205,2024-06-03,Home,310.81,4,E-Wallet,Kalimantan,1243.24
29023,3564,2024-11-22,Electronics,435.29,3,E-Wallet,Kalimantan,1305.8700000000001
29024,1656,2024-11-23,Home,433.75,1,Credit Card,Bali,433.75
29025,4940,2024-03-13,Sports,222.03,3,Credit Card,Sulawesi,666.09
29026,1589,2024-12-19,Clothing,344.3,1,Credit Card,Java,344.3
29027,1230,2024-09-25,Electronics,413.54,4,E-Wallet,Sumatra,1654.16
29028,1808,2024-06-29,Home,112.04,3,Credit Card,Bali,336.12
29029,2371,2024-03-31,Sports,200.5,4,Credit Card,Bali,802.0
29030,1478,2024-02-07,Home,318.53,3,Credit Card,Kalimantan,955.5899999999999
29031,2232,2024-05-18,Sports,420.53,4,E-Wallet,Sulawesi,1682.12
29032,3722,2024-05-23,Electronics,171.32,4,Bank Transfer,Java,685.28
29033,4751,2024-11-14,Sports,312.53,2,E-Wallet,Sumatra,625.06
29034,3325,2024-04-05,Home,33.99,1,Credit Card,Bali,33.99
29035,2772,2024-02-26,Clothing,466.59,2,Bank Transfer,Java,933.18
29036,4759,2024-12-17,Home,448.52,2,Credit Card,Sulawesi,897.04
29037,3100,2024-12-03,Home,461.46,4,E-Wallet,Kalimantan,1845.84
29038,2884,2024-01-30,Home,484.3,1,Credit Card,Sumatra,484.3
29039,2033,2024-04-03,Electronics,423.62,4,Credit Card,Java,1694.48
29040,4729,2024-07-24,Clothing,109.42,4,Credit Card,Java,437.68
29041,2762,2024-01-20,Books,292.71,2,E-Wallet,Sulawesi,585.42
29042,1747,2024-11-09,Clothing,93.99,4,Bank Transfer,Bali,375.96
29043,1463,2024-05-27,Electronics,15.14,1,Bank Transfer,Sulawesi,15.14
29044,1753,2024-02-21,Books,75.96,1,Credit Card,Bali,75.96
29045,2840,2024-11-04,Electronics,421.69,4,Credit Card,Java,1686.76
29046,1582,2024-08-09,Clothing,373.13,2,Bank Transfer,Sulawesi,746.26
29047,3205,2024-09-23,Clothing,381.14,4,E-Wallet,Kalimantan,1524.56
29048,1018,2024-10-06,Books,205.92,4,E-Wallet,Kalimantan,823.68
29049,1054,2024-02-24,Clothing,18.27,2,Bank Transfer,Java,36.54
29050,2750,2024-12-09,Sports,162.3,2,Credit Card,Java,324.6
29051,1720,2024-09-20,Home,230.31,1,Credit Card,Sumatra,230.31
29052,4092,2024-03-13,Electronics,182.25,2,E-Wallet,Kalimantan,364.5
29053,4353,2024-10-27,Clothing,253.16,3,Bank Transfer,Java,759.48
29054,3808,2024-01-03,Clothing,308.08,3,Credit Card,Java,924.24
29055,2563,2024-04-04,Books,63.45,4,Bank Transfer,Sumatra,253.8
29056,4066,2024-11-14,Sports,454.4,2,Credit Card,Java,908.8
29057,4488,2024-08-06,Books,282.21,4,Bank Transfer,Bali,1128.84
29058,3855,2024-03-17,Clothing,428.78,1,E-Wallet,Kalimantan,428.78
29059,3770,2024-11-02,Clothing,239.84,2,Credit Card,Kalimantan,479.68
29060,3332,2024-09-30,Home,367.01,1,E-Wallet,Kalimantan,367.01
29061,4603,2024-03-19,Home,448.09,4,E-Wallet,Java,1792.36
29062,2555,2024-07-10,Sports,302.54,2,Bank Transfer,Sumatra,605.08
29063,3558,2024-04-19,Sports,207.33,1,Credit Card,Kalimantan,207.33
29064,4913,2024-03-02,Books,290.03,4,Bank Transfer,Kalimantan,1160.12
29065,4069,2024-02-02,Electronics,87.62,4,Bank Transfer,Sumatra,350.48
29066,2419,2024-12-07,Sports,352.71,1,Bank Transfer,Kalimantan,352.71
29067,3167,2024-09-28,Home,23.52,4,Credit Card,Sumatra,94.08
29068,3144,2024-06-05,Home,228.97,3,Bank Transfer,Kalimantan,686.91
29069,3167,2024-04-21,Home,275.25,2,Credit Card,Sumatra,550.5
29070,2560,2024-02-12,Books,204.3,4,E-Wallet,Sulawesi,817.2
29071,2176,2024-04-03,Home,244.01,1,E-Wallet,Bali,244.01
29072,2268,2024-11-11,Electronics,91.98,3,E-Wallet,Bali,275.94
29073,2795,2024-12-26,Clothing,43.69,4,E-Wallet,Sumatra,174.76
29074,4587,2024-10-18,Books,224.36,2,Bank Transfer,Java,448.72
29075,3440,2024-07-18,Sports,467.21,4,Bank Transfer,Bali,1868.84
29076,2166,2024-03-24,Electronics,94.0,3,Bank Transfer,Kalimantan,282.0
29077,4575,2024-06-23,Sports,145.16,2,Credit Card,Java,290.32
29078,3841,2024-08-30,Clothing,440.13,2,E-Wallet,Bali,880.26
29079,2870,2024-11-22,Clothing,137.41,3,Credit Card,Sulawesi,412.23
29080,4929,2024-03-17,Clothing,195.93,4,E-Wallet,Java,783.72
29081,3267,2024-12-20,Clothing,55.38,4,E-Wallet,Bali,221.52
29082,3886,2024-02-28,Electronics,28.09,2,Bank Transfer,Java,56.18
29083,1159,2024-04-13,Sports,331.91,3,E-Wallet,Java,995.73
29084,4147,2024-12-10,Sports,78.67,1,Credit Card,Kalimantan,78.67
29085,3658,2024-03-11,Home,281.5,3,Credit Card,Bali,844.5
29086,4763,2024-10-11,Electronics,217.96,4,Bank Transfer,Kalimantan,871.84
29087,1638,2024-09-18,Electronics,51.7,1,E-Wallet,Java,51.7
29088,2055,2024-05-10,Electronics,217.31,4,E-Wallet,Bali,869.24
29089,3824,2024-09-16,Electronics,127.86,3,Bank Transfer,Sumatra,383.58
29090,1333,2024-10-07,Books,429.94,1,E-Wallet,Bali,429.94
29091,4596,2024-05-21,Clothing,135.13,3,Bank Transfer,Kalimantan,405.39
29092,4511,2024-11-02,Electronics,350.81,3,Bank Transfer,Kalimantan,1052.43
29093,1891,2024-03-16,Clothing,343.9,1,Bank Transfer,Sulawesi,343.9
29094,3987,2024-02-02,Books,100.62,3,E-Wallet,Bali,301.86
29095,3016,2024-12-24,Home,280.07,1,Bank Transfer,Java,280.07
29096,1351,2024-02-02,Home,421.49,2,Bank Transfer,Sumatra,842.98
29097,2362,2024-06-01,Home,54.69,1,Bank Transfer,Kalimantan,54.69
29098,1925,2024-01-30,Electronics,307.22,3,Credit Card,Sumatra,921.6600000000001
29099,2423,2024-06-05,Books,88.94,3,Bank Transfer,Sulawesi,266.82
29100,3443,2024-10-27,Electronics,124.19,2,Credit Card,Sulawesi,248.38
29101,4273,2024-10-17,Sports,325.91,2,E-Wallet,Bali,651.82
29102,3577,2024-05-03,Electronics,320.88,2,Credit Card,Sulawesi,641.76
29103,4980,2024-03-07,Clothing,333.98,2,Bank Transfer,Kalimantan,667.96
29104,4164,2024-09-07,Books,273.59,2,E-Wallet,Java,547.18
29105,4863,2024-11-29,Sports,393.03,3,E-Wallet,Java,1179.09
29106,3405,2024-05-19,Clothing,325.96,4,E-Wallet,Java,1303.84
29107,2419,2024-12-22,Home,110.61,4,Bank Transfer,Java,442.44
29108,3875,2024-01-28,Electronics,55.18,1,E-Wallet,Sumatra,55.18
29109,1059,2024-08-23,Books,10.05,3,Credit Card,Java,30.150000000000002
29110,3524,2024-06-16,Sports,8.47,2,E-Wallet,Sulawesi,16.94
29111,4797,2024-06-10,Clothing,57.64,4,Credit Card,Bali,230.56
29112,3659,2024-10-23,Clothing,219.94,4,E-Wallet,Java,879.76
29113,1000,2024-01-19,Electronics,7.9,3,Bank Transfer,Kalimantan,23.700000000000003
29114,2578,2024-12-01,Sports,194.42,1,E-Wallet,Java,194.42
29115,1310,2024-08-31,Clothing,389.76,4,Credit Card,Sulawesi,1559.04
29116,3215,2024-01-01,Clothing,68.61,2,E-Wallet,Sumatra,137.22
29117,3239,2024-06-12,Books,395.02,4,Credit Card,Sumatra,1580.08
29118,4105,2024-10-15,Electronics,99.06,1,Bank Transfer,Sulawesi,99.06
29119,4105,2024-05-30,Clothing,117.91,3,E-Wallet,Java,353.73
29120,4759,2024-06-07,Clothing,125.79,1,Bank Transfer,Sulawesi,125.79
29121,4488,2024-03-26,Clothing,165.27,4,E-Wallet,Sulawesi,661.08
29122,1707,2024-06-25,Home,253.04,2,E-Wallet,Sulawesi,506.08
29123,2181,2024-03-21,Home,341.91,4,Credit Card,Kalimantan,1367.64
29124,2780,2024-02-21,Electronics,389.14,2,E-Wallet,Sulawesi,778.28
29125,2523,2024-04-30,Electronics,15.69,3,Bank Transfer,Java,47.07
29126,3413,2024-02-19,Electronics,77.02,4,Credit Card,Sumatra,308.08
29127,2363,2024-06-12,Electronics,375.42,3,E-Wallet,Sumatra,1126.26
29128,1857,2024-11-22,Electronics,387.36,1,Bank Transfer,Kalimantan,387.36
29129,4406,2024-05-08,Electronics,472.46,4,E-Wallet,Sumatra,1889.84
29130,4654,2024-01-03,Clothing,149.11,4,Bank Transfer,Sumatra,596.44
29131,3374,2024-08-12,Sports,116.57,4,Bank Transfer,Sulawesi,466.28
29132,3161,2024-04-12,Electronics,289.01,4,E-Wallet,Sumatra,1156.04
29133,3844,2024-08-19,Home,44.0,4,E-Wallet,Sulawesi,176.0
29134,1918,2024-10-12,Electronics,363.99,1,Bank Transfer,Sumatra,363.99
29135,4489,2024-10-25,Home,241.71,1,E-Wallet,Kalimantan,241.71
29136,4539,2024-12-21,Sports,356.47,4,Credit Card,Sulawesi,1425.88
29137,4214,2024-12-01,Home,83.52,1,E-Wallet,Sulawesi,83.52
29138,1608,2024-04-13,Electronics,235.09,3,Credit Card,Bali,705.27
29139,1308,2024-04-06,Clothing,175.88,2,Bank Transfer,Java,351.76
29140,3448,2024-02-16,Sports,238.33,4,Credit Card,Sulawesi,953.32
29141,2343,2024-12-05,Clothing,281.19,1,Bank Transfer,Kalimantan,281.19
29142,1211,2024-10-22,Clothing,343.89,4,E-Wallet,Bali,1375.56
29143,3364,2024-10-18,Books,434.06,1,E-Wallet,Bali,434.06
29144,1184,2024-03-08,Home,120.33,2,E-Wallet,Bali,240.66
29145,2228,2024-12-20,Sports,216.3,1,Credit Card,Bali,216.3
29146,2387,2024-03-18,Electronics,61.0,4,Bank Transfer,Sumatra,244.0
29147,2239,2024-07-29,Clothing,170.42,1,Credit Card,Sulawesi,170.42
29148,1245,2024-11-06,Clothing,193.07,3,E-Wallet,Sulawesi,579.21
29149,1238,2024-08-22,Home,223.45,2,Bank Transfer,Sumatra,446.9
29150,2828,2024-05-22,Electronics,463.79,2,Bank Transfer,Kalimantan,927.58
29151,2414,2024-05-11,Clothing,455.41,1,Bank Transfer,Bali,455.41
29152,1519,2024-04-20,Home,39.2,2,Bank Transfer,Bali,78.4
29153,2613,2024-11-30,Clothing,209.86,2,Credit Card,Sumatra,419.72
29154,4907,2024-09-19,Home,163.43,3,Bank Transfer,Java,490.29
29155,1276,2024-11-17,Clothing,183.74,3,Bank Transfer,Kalimantan,551.22
29156,2005,2024-08-02,Clothing,376.54,4,Credit Card,Kalimantan,1506.16
29157,3249,2024-01-05,Electronics,102.62,4,Credit Card,Kalimantan,410.48
29158,1213,2024-02-18,Home,379.14,3,Credit Card,Sulawesi,1137.42
29159,1605,2024-07-21,Electronics,458.95,3,Bank Transfer,Kalimantan,1376.85
29160,1477,2024-09-10,Sports,348.42,3,Credit Card,Kalimantan,1045.26
29161,1507,2024-05-30,Home,208.69,3,Credit Card,Sumatra,626.0699999999999
29162,2098,2024-03-13,Home,36.0,4,E-Wallet,Bali,144.0
29163,3716,2024-09-14,Books,56.52,4,Credit Card,Sulawesi,226.08
29164,3712,2024-06-17,Electronics,358.86,4,Credit Card,Bali,1435.44
29165,2977,2024-03-20,Home,61.2,3,E-Wallet,Kalimantan,183.60000000000002
29166,1141,2024-11-30,Clothing,210.06,3,E-Wallet,Sumatra,630.1800000000001
29167,4661,2024-11-18,Books,436.41,3,Bank Transfer,Kalimantan,1309.23
29168,3369,2024-03-23,Sports,270.38,2,Credit Card,Kalimantan,540.76
29169,2717,2024-10-05,Sports,171.7,3,Bank Transfer,Sumatra,515.0999999999999
29170,1460,2024-07-01,Electronics,119.31,1,Credit Card,Kalimantan,119.31
29171,3754,2024-05-20,Electronics,272.32,2,Bank Transfer,Java,544.64
29172,1669,2024-01-20,Electronics,173.37,3,E-Wallet,Sulawesi,520.11
29173,4217,2024-11-08,Home,479.67,2,E-Wallet,Bali,959.34
29174,3101,2024-10-27,Clothing,11.69,4,Credit Card,Java,46.76
29175,4427,2024-01-30,Clothing,472.9,2,E-Wallet,Kalimantan,945.8
29176,3324,2024-01-12,Home,109.6,3,E-Wallet,Sumatra,328.79999999999995
29177,2844,2024-07-05,Sports,289.24,2,Bank Transfer,Sumatra,578.48
29178,2618,2024-02-29,Electronics,135.54,1,Bank Transfer,Java,135.54
29179,1399,2024-03-15,Books,409.66,3,Credit Card,Kalimantan,1228.98
29180,1667,2024-10-22,Electronics,351.04,3,E-Wallet,Sumatra,1053.1200000000001
29181,3563,2024-08-06,Electronics,121.0,4,Bank Transfer,Bali,484.0
29182,2522,2024-01-26,Sports,284.63,2,Credit Card,Sulawesi,569.26
29183,2334,2024-12-07,Clothing,454.76,3,E-Wallet,Java,1364.28
29184,2294,2024-05-31,Books,115.89,1,Credit Card,Sumatra,115.89
29185,3623,2024-08-13,Clothing,407.85,3,Credit Card,Java,1223.5500000000002
29186,2472,2024-01-17,Books,397.52,2,Credit Card,Sulawesi,795.04
29187,3159,2024-01-16,Electronics,194.51,3,Bank Transfer,Java,583.53
29188,1238,2024-04-17,Home,23.98,1,Credit Card,Sumatra,23.98
29189,4215,2024-04-19,Books,87.63,2,E-Wallet,Kalimantan,175.26
29190,4445,2024-05-27,Clothing,239.65,2,E-Wallet,Java,479.3
29191,2043,2024-01-23,Electronics,237.95,4,E-Wallet,Java,951.8
